,職稱,更新日期,薪資待遇,公司名稱,工作性質,公司地址
1713,Python Software Engineer ,10/27,待遇面議,城市發展電業股份有限公司,全職,台北市內湖區行善路463號8樓
1714,(IT)Cloud Governance&Service-DevOps Engineer-J01979 ,11/13,待遇面議,宏達電 HTC Corporation_宏達國際電子股份有限公司,全職,新北市新店區
1715,AI工程師 ,11/13,"月薪50,000~80,000元",坤侑科技股份有限公司,全職,台北市信義區基隆路一段432號302室
1716,Kneron Super Man(System application Engineer) ,11/16,待遇面議,耐能智慧股份有限公司,全職,新竹縣竹北市生醫路2段2號2樓.D207室
1717,【cacaFly】雲端智能中心-雲端工程師 (Cloud Engineer) ,11/16,"年薪700,000~1,200,000元",聖洋科技股份有限公司,全職,台北市大安區基隆路二段172之1號
1718,"Back-end Developer, Java Focus. Taipei Office ",11/15,"月薪88,000~150,000元",新加坡商塞內卡有限公司台灣分公司,全職,台北市大安區敦化南路二段77號7樓之4
1719,"Software Engineer, AI Software ",11/06,"年薪1,100,000~1,300,000元",臺灣發展軟體科技股份有限公司,全職,台北市內湖區瑞光路
1720,(北部)WEB前端工程師 ,11/12,待遇面議,英屬維京群島商沃亨科技有限公司台灣分公司,全職,台北市松山區敦化北路168號7樓
1721,[AI] 醫療器材研發工程師 / Medical Device Research Engineer (士林) ,11/15,"月薪60,000~200,000元",Inventec_英業達股份有限公司,全職,台北市士林區承德路四段166號
1722,資深系統軟體工程師_12600 ,11/15,待遇面議,和碩集團_和碩聯合科技股份有限公司,全職,台北市北投區立功街76號
1723,電力交易營運管理師 ,11/16,待遇面議,台泥企業團_台泥儲能科技股份有限公司,全職,台北市中山區中山北路二段113號6樓
1724,韌體工程師03 ,11/01,待遇面議,Phison Electronics Corp_群聯電子股份有限公司,全職,苗栗縣竹南鎮群義路1號
1725,韌體工程師03 ,11/01,待遇面議,Phison Electronics Corp_群聯電子股份有限公司,全職,苗栗縣竹南鎮群義路1號
1726,Data Engineer(研發替代役可) ,11/15,待遇面議,訊連科技股份有限公司,全職,新北市新店區民權路100號15F(新店線大坪林捷運站1號出口)
1727,電力交易營運管理師 ,11/16,待遇面議,台泥企業團_台泥儲能科技股份有限公司,全職,台北市中山區中山北路二段113號6樓
1728,儲備基金經理人 ,11/15,待遇面議,永豐證券投資信託股份有限公司,全職,台北市中正區博愛路17號13樓
1729,【Intern-實習生計畫】Data Analysis & Automation ,11/13,時薪200元以上,藝康企業股份有限公司,兼職 - 長期工讀、短期工讀,新竹縣湖口鄉新竹工業區復興路34號
1730,【產品研發】AI 機器學習工程師 ,11/16,待遇面議,艾得利智能行銷科技股份有限公司,全職,台北市大安區敦化南路二段76號21樓
1731,【資訊專才】2023資訊經驗人才年中招募計畫 ,11/17,待遇面議,國泰世華商業銀行股份有限公司_人力資源部,全職,台北市內湖區瑞光路510號
1732,人機介面觸控感測/高速傳輸/USB4.0/先進顯示技術/智慧電子紙 混合訊號IC設計工程師 ,11/09,待遇面議,聯詠科技股份有限公司,全職,新竹縣竹北市台元二街9號
1733,C.顧問類-商業數據分析經理 ,11/17,待遇面議,資誠創新諮詢有限公司,全職,台北市信義區基隆路一段333號27樓
1734,【顧問服務部】數據分析顧問 ,11/13,待遇面議,台灣恩悌悌數據股份有限公司,全職,台北市中山區南京東路一段52號8樓
1735,【高雄】MIS資訊工讀生(在學身分可全日班) ,11/15,"月薪26,400元",長春人造樹脂廠股份有限公司,全職,高雄市大社區興工路1-3號
1736,資深開發工程師 ,11/13,待遇面議,隴華電子股份有限公司,全職,台北市松山區八德路三段32號15樓（敦北長城大樓）
1737,(NR15- ) 軟體工程師/高級工程師(高雄)--網路通訊事業群 ,11/17,待遇面議,新漢股份有限公司,全職,高雄市前鎮區一心二路21號15樓之1
1738,Sr. Marketing Specialist 【資深行銷專員】 ,11/15,待遇面議,SEMI Taiwan_美商國際半導體產業有限公司台灣分公司,全職,新竹縣竹北市台元一街1號11樓之2
1739,RD20338 深度學習研究工程師 ,05/17,待遇面議,華碩電腦股份有限公司,全職,台北市北投區
1740,國網中心_前瞻四期_全端開發工程師1名(22) ,11/17,"月薪33,800~59,000元",財團法人國家實驗研究院,全職,台中市西屯區科園路22號
1741,MIT-北科大 城市科學實驗室副研究員-前後端工程師 ,11/12,待遇面議,國立臺北科技大學,全職,台北市大安區忠孝東路三段46號1樓
1742,軟體研發工程師 ,10/17,待遇面議,香港商女媧創造股份有限公司台灣分公司,全職,新竹縣竹北市縣政二路
1743,後端工程師 ,11/13,待遇面議,奇點無限股份有限公司,全職,台中市北屯區文心路四段696號8樓之一
1744,T-全端應用軟體工程師（工作地：台南科學園區） ,11/15,待遇面議,緯創軟體股份有限公司,全職,台南市新市區台南科學園區
1745,T-全端應用軟體工程師（工作地：台南科學園區） ,11/15,待遇面議,緯創軟體股份有限公司,全職,台南市新市區台南科學園區
1746,系統工程師 ,11/16,待遇面議,易捷系統股份有限公司,全職,新竹縣竹北市溪州路170巷3號
1747,軟體工程師 ,11/15,待遇面議,元照智能股份有限公司,全職,台北市大安區忠孝東路三段1號（北科大光華館315室）
1748,[AI] 研究工程師 / AI Research Engineer (士林) ,11/15,"月薪60,000~200,000元",Inventec_英業達股份有限公司,全職,台北市士林區承德路四段166號
1749,資安工程師 ,11/13,待遇面議,台塑_臺灣塑膠工業股份有限公司,全職,台北市內湖區
1750,軟體工程師 ,11/16,"月薪50,000~70,000元",國立臺灣師範大學_資訊工程學系,全職,台北市大安區和平東路一段162號
1751,嵌入式軟體主管 ,08/23,待遇面議,方見科技有限公司,高階,新北市新莊區新北大道三段5號3樓之3A
1752,(歡迎社會新鮮人)技術服務工程師 ,11/15,"月薪32,000~35,000元",翔傲國際電訊股份有限公司,全職,新北市汐止區新台五路一段97號B座22樓之一(U-Town遠雄科技廣場)
1753,韌體工程師03 (台南) ,11/01,待遇面議,Phison Electronics Corp_群聯電子股份有限公司,全職,台南市歸仁區歸仁
1754,Mid-level Backend Engineer (Business Architect) 軟體工程師 ,08/30,待遇面議,恩沛科技股份有限公司,全職,台北市中山區復興北路378號5樓
1755,Associate Application Engineer( OPC) ,11/16,待遇面議,Siemens EDA_愛爾蘭商西門子電子設計自動化股份有限公司台灣分公司,全職,新竹市公道五路2段120號11樓
1756,自動化軟體課級主管 ,08/09,待遇面議,英屬維京群島商祥茂光電科技股份有限公司台灣分公司,全職,新北市林口區工四路18號
1757,Front-end Software Engineer ,11/10,待遇面議,心流智醫股份有限公司,全職,台北市南港區三重路19-13號E棟4樓
1758,eMMC/UFS 韌體架構工程師 ,11/15,待遇面議,慧榮科技股份有限公司_SMI,全職,新竹縣竹北市台元街36號8樓之1
1759,Junior Cocos 前端工程師 (Frontend Engineer) ,09/15,"月薪32,000~45,000元",澳碼科技有限公司,全職,新北市中和區板南路669號
1760,Red Hat Ansible 【技術顧問/工程師】 (台北) ,11/14,"月薪55,000~85,000元",聚達系統股份有限公司,全職,台北市內湖區民權東路六段15巷37號3樓
1761,AWS雲端架構師(Infra) ,11/14,待遇面議,博弘雲端科技股份有限公司,全職,台北市中山區樂群二路 267號6樓之9
1762,Java開發工程師 ,11/15,"年薪800,000~2,500,000元",誠帷數位科技有限公司,全職,台北市內湖區堤頂大道二段293號6F
1763,資安技術工程師 ,11/14,待遇面議,鉅立資訊股份有限公司,全職,台北市內湖區新湖一路77號2樓
1764,學生實習- Software Team Intern (Bluetooth) ,11/13,時薪180元以上,台灣英飛凌科技股份有限公司,兼職 - 長期工讀,台北市內湖區瑞光路335號17樓B棟
1765,數位行銷數據工程分析師 ,11/13,"月薪38,000~48,000元",布雷米數位媒體科技有限公司,全職,台北市中山區龍江路46巷2號3F
1766,幼兒園陪玩老師/遊戲程式設計老師 (松山) ,11/09,時薪200~600元,臺北市私立何氏語文短期補習班,兼職 - 長期工讀、短期工讀,台北市松山區
1767,機電工程師 ,11/13,"月薪48,000元以上",洋聲股份有限公司,全職,新北市新店區
1768,資訊主管 ,11/16,待遇面議,鮮乳坊_慕渴股份有限公司,全職,新北市新莊區新北大道二段312號10樓
1769,韌體工程師(Firmware Engineer) ,11/13,待遇面議,衛利生物科技股份有限公司,全職,新北市新店區北新路3段219號15樓
1770,(WiFi/BT/GNSS) 數位IC設計工程師 ,11/16,待遇面議,聯發科技股份有限公司,全職,新竹縣竹北市
1771,【開發部】Python Web Dev ,11/17,"年薪500,000~750,000元",唄粉智能科技股份有限公司,全職,台北市內湖區瑞光路335號
1772,Automation Engineer ,11/14,待遇面議,久勁科技有限公司,全職,新北市三重區
1773,MIS專員 ,10/05,"月薪28,000~35,000元",勢流科技股份有限公司,全職,台北市信義區忠孝東路五段550號13樓
1774,"Software Engineer Dev Intern (12 months at least, can start within 1 month) ",11/13,時薪180元,英屬開曼群島商庫幣科技有限公司台灣分公司,兼職 - 長期工讀,台北市中山區長春路176號7樓
1775,【資訊】JAVA工程師(台北市大安區)W0 ,11/16,"月薪30,000~45,000元",寶華國際人力顧問股份有限公司,全職,台北市大安區敦化南路
1776,SQL資料庫工程師 ,11/06,"月薪40,000~60,000元",光遠科技股份有限公司,全職,桃園市龜山區文茂路88號6樓
1777,資安檢測工程師（滲透測試） ,10/23,"年薪800,000~1,100,000元",中華資安國際股份有限公司,全職,台北市中正區杭州南路一段26號8樓
1778,"鞋業ERP軟體工程師,熟Node.js, Django, Vue.js程式語言(全職) ",11/13,待遇面議,新北海企業股份有限公司,全職,台中市大雅區西寶里昌平路四段252號2樓
1779,DSP韌體工程師 5G DSP Software Engineer ,11/07,待遇面議,義傳科技股份有限公司,全職,新竹市公道五路二段178號11樓
1780,Senior Web Developer_資訊處(台北) ,11/13,待遇面議,台達電子工業股份有限公司 _DELTA ELECTRONICS INC.,全職,台北市內湖區瑞光路186號(台南)(桃園)(中壢)
1781,資深軟體設計工程師 ,11/06,待遇面議,寶成國際集團_歐利速精密工業股份有限公司,全職,彰化縣福興鄉福工路6號
1782,Quality Assurance Engineer (地點：桃園龜山/板橋) ,11/15,待遇面議,印度商威普羅股份有限公司台灣分公司,全職,桃園市龜山區/新北市板橋
1783,PHP程式設計師【薪優】 ,11/15,待遇面議,順勢有限公司,全職,台中市西屯區市政路
1784,PHP程式設計師【薪優】 ,11/15,待遇面議,順勢有限公司,全職,台中市西屯區市政路
1785,IT Technician/Data Engineer ,11/13,待遇面議,台灣創浦股份有限公司,全職,桃園市龜山區建國東路93號1樓
1786,【BA】Business Analyst / 商業分析師 ,11/16,"月薪46,956~91,928元",英屬維京群島商瑞嘉耐思科技有限公司台灣分公司,全職,台北市內湖區瑞湖街58號3樓
1787,硬體工程師 ,10/26,"月薪40,000元以上",世創生物科技股份有限公司,全職,新竹市光復路二段101號
1788,【竹馬】醫學研究科-研究助理 ,11/16,待遇面議,台灣基督長老教會馬偕醫療財團法人新竹馬偕紀念醫院,全職,新竹市東區光復路二段690號
1789,C-軟體工程師(台北/台中) ,11/14,"月薪35,000~90,000元",鼎新電腦股份有限公司,全職,新北市新店區中興路一段222號 或 台中市大里區中興路一段161號 或 新竹縣竹北市嘉豐十一路一段100號8樓之8(新竹高鐵站旁)
1790,Golang工程師(高雄) ,11/13,待遇面議,雷速網絡科技有限公司,全職,高雄市前鎮區民權二路6號6樓之1
1791,8L新光人壽-數位顧客經營課實習生 ,11/15,"日薪1,520元",新光金融控股股份有限公司(新光金控/新光人壽/新光銀行/新光投信),全職,新北市板橋區中山路一段141號
1792,System Application Software Engineer ,11/17,待遇面議,創鑫智慧股份有限公司,全職,新竹市新竹科學園區創新三路6號6樓
1793,113年度研發替代役-【Innovation Development】智能動畫技術研究員 Intelligent Animation Technology Researcher ,11/09,待遇面議,甲尚股份有限公司,全職,新北市新店區寶橋路235巷126號2樓
1794,生物資訊工程師 ,11/16,待遇面議,基龍米克斯生物科技股份有限公司,全職,新北市汐止區新台五路一段100號14F
1795,光學工程師 （研發單位） ,11/13,待遇面議,亨泰光學股份有限公司,全職,台北市士林區
1796,自動測試工程師(工作地點:台北內湖) ,11/15,"月薪32,000~40,000元",星通資訊股份有限公司,全職,台北市內湖區
1797,軟體資深/工程師 ,11/10,待遇面議,威潤科技股份有限公司,全職,台北市內湖區內湖路一段120巷13號8樓
1798,電腦視覺/影像處理演算法工程師 (CD5110) ,11/13,待遇面議,芯鼎科技股份有限公司,全職,新竹市科學工業園區創新一路19之1號4樓
1799,全端工程師 ,11/14,待遇面議,未來巢科技股份有限公司,全職,台北市信義區松德路65號9樓之5
1800,軟體工程師_12461 ,11/13,"月薪32,000~62,000元",和碩集團_和碩聯合科技股份有限公司,全職,台北市北投區立功街76號
1801,外銷業務 / Sales Executive ,11/13,"月薪40,000~60,000元",鑫谷企業有限公司,全職,台北市中正區西藏路37號8樓(近忠義國小)
1802,SW_AI演算法應用工程師 ,11/14,待遇面議,安提國際股份有限公司,全職,新北市汐止區大同路一段237號2樓之1
